Esai,Label Asli,Prediksi,Keterangan
"Otodidak memanfaatkan Media Sosial | dnegan sering meringkas dan membaca ulang catatan yg ditulis | aktif saling tanya jawba | terkadang susah me manage waktu, dan lebuh sering menyelesaikannya sendiri dan menjadikannya bahas evaluasi | ada, lebih memanfaatkan waktu untuk  membaca dan ber adaptasi dengan cara belajar baru",Ekstrovert,Ekstrovert,Benar
"Lebih nyaman belajar sendiri karena membuat lebih konsentrasi dan tidak ada gangguan dari orang lain | Saya lebih suka mendengarkan penjelasan orang lain dan belajar mandiri untuk mencari kebenaran dalam mempelajari materi baru | Lebih bersemangat di suasana yang tenang karena bisa memfokuskan kegiatan belajar tanpa ada gangguan orang lain | Mencoba menyelesaikan sendiri, jika tidak mampu maka saya akan meminta bantuan kepada orang lain | Saya akan mempertahankan cara belajar dengan memahami, mengingat dan menulis",Introvert,Introvert,Benar
"belajar saya adalah saat malam hari setelah makan malam, biasanya di dalam kamar tidur sendiri. Suasana malam yang sepi membuat saya jauh lebih mudah untuk berkonsentrasi tanpa banyak gangguan dari aktivitas orang lain di rumah. Di meja belajar saya saat ini, suasananya cukup minimalis, hanya ada laptop, buku catatan, dan lampu belajar yang cahayanya fokus ke meja. Jujur saja, saya tipe orang yang jauh lebih nyaman belajar sendirian daripada kerja kelompok. | saya lebih suka memahami materi mendengar kan penjelasan dari orang lain ,belajar mandiri  | suasana yang tenang | mencoba menyelesaikan nya sendiri terlebih dahulu  | tipe pelajar visual dan butuh ketenangan untuk berkembang ",Introvert,Introvert,Benar
"saya belajar saat suasana sepi | dengan memahami konsep dasar materinya, dan saya lebih suka belajar sendiri  | yang membuat saya fokus yaitu suasana yag tidak terlalu ramai  | bertanya ke saudara aku teman sebaya | dengan membaca dan memahami sudah cukup",Ekstrovert,Ekstrovert,Benar
"kalau dirumah biasa nya nunggu suasana sepi biasa nya malam hari dikamar dan belajar nya sendiri kalau bner bner kesulitan baru minta tolong orang lain jika bnr² ga bisa mempelajari materinya. 

kalau di sekolah ya biasa bareng teman teman mengejarkannya bagi bagi tugas.  | menulis ulang catetan dan di perinci menggunakan bolpen warna warni dan di baca baca ulang tapi kalau bnr² ga paham baru tanya orang lain yg lebih tau.  | tenang ga ada suara atau gangguan apapun, disekitar ga ada orang sama sekali, cocoknya karna biar materinya masuk ke otak dan hafal. kalau buat belajar sendiri buat hafalan buat memahami suasana nya yang tenang tapi kalau buat diskusi suasana yang ramai.  | bertanya orang lain yang lebih paham kalau dirumah tanya kakak kalau di sekolah tanya guru atau teman dekat, kalau lagi sendiri biasa nonton youtube atau pun browsing  | pengalaman belajar biasa aja sih tp ya seru seru karna banyak kerja kelompok bareng temen di tempat tempat luar jadi seru aja sih, 
yang ingin ak ubah lebih fokus lagi dan lebih cepat memahami suatu materi . 
di lingkungan baru mungkin beradaptasi dulu memahami suasana lingkungan nya gmn dulu baru nanti bisa beradaptasi ",Ekstrovert,Ekstrovert,Benar
"kebiasaan saya saat belajar bersama teman’ dekat, biasanya saya belajar di sklh atau di rumah teman sehabis pulang sekolah taua saat hari libur, suasana belajar disekitarku sangat seru dan saling membantu satu sama lain, saya suka belajar bersama’ karena belajar bersama sama bisa saling tanya-tanya materi yang dibingungkannya | saya paling suka belajar materi melalui diskusi karena dengan diskusi kita dapat mendengar penjelasan/pendapat orang lain yang kita tidak ketahui  | suasana yang tenang tapi menghibur karena dengan begitu saya belajarnya tidak mudah jenuh dan saya lebih semangat saat berada di lingkungan yang ramai tapi tenang | saya akan bertanya kepada teman saya yang sudah paham dengan materi tsb dan menanyakan caranya agar bisa keluar dari masalah tsb  | ingin mengubah diri saya yang dulu sampai saat ini masih lebih bergantung pada orang lain dan kedepannya ingin menyelesaikannya dendiri dulu baru meminta pendapat orang lain",Ekstrovert,Ekstrovert,Benar
"Biasanya aku belajar di kamar atau tempat les. Aku prefer suasana yang tenang sambil dengerin musik yang chill. Aslinya aku lebih nyaman belajar sendiri, kalaupun bareng orang lain harus yang tenang dan nggak banyak ngobrol. Suara berisik tuh bikin fokusku buyar banget. Cara belajarku tuh materinya dibaca berkali-kali terus dibayangin. Tapi aku lebih seneng dengerin orang lain ngejelasin, terus aku jelasin ulang pakai bahasaku sendiri. Mood belajarku bakal naik kalau suasananya tenang; kalau rame malah nggak masuk. Kalau mentok di satu materi, aku usahain sendiri dulu semampunya, baru deh minta ajarin temen. Sejauh ini aku suka sih sama gaya belajarku, nggak ada yang mau diubah. Kalau di lingkungan baru, aku lumayan gampang berbaur ngikutin sekitarnya.",Introvert,Introvert,Benar
"Aku tuh lebih nyaman belajar sendiri karena bisa ekstra fokus dan nggak gampang keganggu. Biasanya belajar di sekolah atau di kamar pas malem waktu rumah udah sepi. Belajar sendiri bikin aku bisa ngatur pace pemahaman materiku. Tapi, aku lebih gampang mudeng kalau denger penjelasan orang lain (kayak guru atau temen). Biasanya aku dengerin baik-baik, nyatet poin penting, terus dibaca ulang biar makin nempel. Aku suka cara ini soalnya penjelasan langsung bikin materinya jauh lebih clear. Suasana belajar wajib tenang di kamar biar fokusnya dapet. Kalau nemu yang susah, aku ulik sendiri dulu lewat buku atau internet. Kalau beneran nyerah baru deh nanya orang lain. Dari pengalaman, aku emang paling maksimal kalau sendiri di tempat yang tenang, dan pengen banget bisa mertahanin rutinitas ini sambil terus gampang adaptasi di tempat baru.",Introvert,Introvert,Benar
"Jujur aku tuh aslinya males belajar, pas les juga sering ogah-ogahan. Tapi kalau udah mepet ulangan harian atau PTS, aku baru ngegas pakai Sistem Kebut Semalam (SKS). Jadi siangnya les full buat nangkep materinya, malemnya begadang buat ujian besok paginya, hehe. Kalau materinya banyak, aku lebih seneng dijelasin atau nyari summary-nya sendiri. Tapi kalau soal hitung-hitungan, aku prefer ngerjain latihan soal sambil pahamin rumus. Buat ujian, biasanya aku mojok sendiri di kamar malem-malem biar super fokus. Walau kadang suka juga belajar di tempat les, coffee shop, atau coworking space bareng temen. Tapi aslinya kalau belajar kelompok tuh suka berisik karena beda pendapat, malah bikin nggak fokus. Jadi aku lebih suka belajar sendiri, tapi kalau mau ada temen di sebelah juga nggak apa-apa asal pada silent (belajar bareng tapi sibuk masing-masing, paham kan? 🤓). Aku paling sebel kalau kisi-kisi atau soal ujian nggak jelas, soalnya belajarku kan mepet banget murni dari kisi-kisi. Di kelas sih aku ngikut aja arusnya gimana. Kalau pindah lingkungan belajar, kayaknya bakal canggung banget deh buat nanya-nanya, soalnya aku cuma berani kalau udah kenal deket.",Introvert,Introvert,Benar
"Aku tuh tipe yang individual banget kalau belajar. Sebagai seorang INTJ, aku ngerasa lebih bisa fokus ngobrol sama pikiranku sendiri dibanding kalau ada orang lain. Aku lebih milih tempat yang sunyi senyap dibanding yang hits kayak kafe atau restoran. Caraku nangkep materi tuh dengan diulang-ulang, cari poin pentingnya, terus dihajar pakai latihan soal. Belajarnya emang lebih masuk kalau sendiri, baru kalau ada yang nggak ngerti aku nanya ke pakarnya (bisa temen atau guru). Suasana wajib hening, soalnya fokusku bakal langsung buyar kalau ada di tempat yang rame. Kalau lagi mentok nggak paham atau lupa materi, aku bakal nanya dan minta tolong soalnya aku ngerasa udah nggak yakin sama pemahamanku sendiri. Yang aku pelajarin soal diriku, aku tuh kadang pusing sendiri kalau disuruh milih keputusan (anti-commitment club banget, haha), dan sering kecewa pas ngadepin sesuatu. Aku pengen banget ngilangin rasa males dan insecure-ku ini. Kalau nemu tempat belajar baru, aku lumayan gampang kok berbaur sama vibes sekitarnya.",Introvert,Introvert,Benar
"Lebih enak belajar bareng orang lain sih, soalnya kalau ada yang nggak paham bisa langsung nanya. Tapi kalau nyari nyamannya, jelas di rumah karena lebih santai. Aku tipe yang lebih gampang paham kalau dengerin penjelasan dari orang lain. Kalau soal suasana, ya tergantung mood aja, kadang seneng yang rame, kadang butuh yang tenang. Kalau ada tugas, aku selalu usahain ngerjain sendiri dulu, tapi kalau emang mentok baru nanya ke temen. Intinya aku lebih suka belajar dengan tenang, pakai logika, dan selalu berusaha adaptasi sama keadaan.",Ekstrovert,Ekstrovert,Benar
"Aku biasanya belajar sore atau malem sehabis semua urusan sekolah dan istirahat kelar. Spot andalanku pasti di kamar atau ruang belajar soalnya suasananya tenang banget dan bikin fokus. Lingkungan belajarku biasanya nyaman, walau kadang suka bocor dikit suara TV atau obrolan orang rumah. Aku lebih asik belajar sendiri karena bisa ekstra fokus, ngatur waktu sesukaku, dan mahamin materi pakai gayaku sendiri. Tapi kadang-kadang aku juga belajar kelompok sih, apalagi kalau ada tugas bareng atau materi yang ribet banget, biar bisa tuker pikiran. Kalau ada materi baru, aku baca dan pahamin dasar-dasarnya dulu, terus nyatet poin penting biar gampang inget. Kalau ada yang ngebingungin, aku nyari tambahan dari internet, buku, atau nanya guru dan temen. Terus ditutup pakai ngerjain soal latihan. Aku paling klop mahamin materi pakai kombinasi dengerin penjelasan orang plus belajar mandiri. Penjelasan guru ngebantu nangkep intinya, nah belajar sendiri bikin aku bisa fokus ngulang yang belum dikuasain. Suasana idaman tuh yang tenang, meja belajar rapi, ada alat tulis, dan kadang diputerin musik pelan biar nggak krik-krik amat. Kalau rame, fokusku gampang buyar. Di tempat sepi aku bisa mikir lebih clear. Kalau nemu materi susah, aku ulik sendiri baca catatan atau internet, mentok-mentok liat contoh soal yang gampang. Tapi kalau beneran nyerah, aku nggak malu buat nanya guru, temen, atau keluarga. Pengalaman ngajarin aku kalau belajar butuh ketenangan, waktu yang rapi, dan kesabaran ekstra. Aku mau pertahanin kebiasaan belajar mandiri dan nyatet poin penting, tapi pengen ngubah habit nunda-nunda belajar biar lebih disiplin. Kalau di tempat baru, aku usaha buat terbuka, adaptasi, dan nggak malu nanya.",Introvert,Introvert,Benar
"Biasanya di kelas atau di kamar sih. Aku lebih cepet paham dan enjoy kalau suasananya tenang, sepi, plus nyaman. Aslinya lebih sreg belajar sendiri, tapi kadang butuh temen buat diskusi atau sekedar bahas soal bareng. Seringnya sih mandiri, cuma kalau bener-bener nge-blank baru diskusi sama temen yang lebih pinter. Tapi emang aku lebih gampang mudeng kalau denger penjelasan orang lain. Spot belajarku wajib leluasa, bersih, dingin, dan wangi. Harus sepi juga, karena kalau berisik fokusku langsung pecah kemana-mana, kalau rame malah ambyar pelajarannya. Kalau mentok, aku biasa minta tolong temen. Kalau mereka nggak bisa, baru deh ngandalin internet, nontonin video penjelasan orang di YouTube lumayan ngebantu banget jawab soal. Ke depannya, aku pengen banget benerin metode belajarku biar bisa lebih fokus. Walau susah, aku mau pelan-pelan nyoba biar waktu sekolah dan belajar di kelas tuh nggak kerasa sia-sia.",Ekstrovert,Ekstrovert,Benar
"Aku biasa belajar malem hari di kamar pas suasananya lagi tenang dan sejuk. Kalau ada materi yang belum mudeng, aku bakal terus nanya sampai paham banget. Sebenernya mahamin materi lewat diskusi tuh jauh lebih asik, tapi ya kadang harus memaksakan diri buat belajar mandiri juga. Aku paling enjoy belajar berdua sama temen yang satu frekuensi, vibes-nya lebih tenang dan fun aja gitu. Pada dasarnya aku emang suka banget suasana yang tenang. Kalau nemu jalan buntu, aku coba ulik sendiri dulu pakai bantuan internet. Tapi kalau masih buntu, ujung-ujungnya nanya ke kakakku. Pelajaran hidup yang aku dapet: jangan pernah ninggalin waktu belajar. Nggak ada yang pengen kuubah sih sekarang, tapi kalau masuk lingkungan baru aku bakal usaha buat cepet adaptasi sama sekitarnya.",Ekstrovert,Ekstrovert,Benar
"Aku lumayan sering belajar di rumah. Nyaris tiap malem pas suasananya udah tenang. Tapi jujur, aku ngerasa lebih asik kalau belajar bareng-bareng karena kita bisa bedah soal bareng. Aku lebih gampang ngerti kalau ada praktik langsung dan materinya dijelasin secara tatap muka, soalnya langsung connect ke otak. Tapi buat suasana overall, aku butuh banget tempat yang sepi, tenang, dan damai biar fokusnya dapet, ini nih yang bikin mood belajarku langsung naik. Kalau bingung, YouTube dan website lain jadi tempatku nyari pencerahan buat ndalemin materi. Aku lebih sering nyelesain trouble sendiri ketimbang langsung ngandelin orang lain. Aku ngerasa kadang aku masih suka mageran belajar, pengen banget habit buruk ini ilang biar nggak nyesel di akhir. Kalau di lingkungan baru, aku awalnya canggung dan ngerasa awkward, tapi lama-lama juga bakal nyair kok.",Ekstrovert,Ekstrovert,Benar
"Aku sih belajarnya habis mandi maghrib. Lebih seneng solo ditemenin series atau lagu. Soalnya walau mereka ngomong, kan nggak ngajak aku ngobrol balik, jadi aku bisa tetep fokus dan nggak ngerasa kesepian. Caraku belajar tuh lebih masuk kalau dengerin penjelasan dari satu orang atau nonton video, terus langsung dicoba praktikin ngerjain soalnya. Biasanya mojok di tempat sepi, cuma ditemenin Spotify sama series aja. Kalau ada yang susah, aku cari video materi yang mirip terus dicocokin pakai Google Lens, kalau masih salah ya diulang lagi sampai bener. Kalau di tempat baru, awalnya aku bakal sosialisasi dulu, baru deh adaptasi.",Ekstrovert,Ekstrovert,Benar
"Aku sukanya belajar bareng-bareng biar dapet insight yang lebih luas. Caraku paham tuh dengan dengerin penjelasan orang lain. Aku malah suka di lingkungan yang rame. Kalau nemu masalah, aku usahain beresin sendiri dulu. Di tempat baru, jujur masih suka malu-malu dan takut buat berekspresi.",Ekstrovert,Ekstrovert,Benar
"Belajar bareng temen tuh seru banget dan fun. Aku prefer dengerin penjelasan orang lain soalnya ya tinggal dengerin aja, gampang. Tapi aku bakal bersemangat kalau di tempat yang tenang dan nggak banyak orang. Kalau ada tugas, aku selesain sendiri dulu, soalnya kan itu emang urusanku. Sebagai pelajar, aku pengen ningkatin skill belajarku lewat literasi dan rajin dengerin penjelasan orang.",Ekstrovert,Ekstrovert,Benar
"Tergantung sih, kalau ada calling-an belajar bareng, aku langsung gas berangkat, tapi kalau nggak ada ya sayang kalau nggak belajar sendiri di rumah. Aku lebih dapet materinya kalau lewat diskusi, soalnya lebih seru. Malah aku tuh lebih semangat kalau di lingkungan yang rame. Kalau nemu stuck, coba kelarin sendiri dulu biar dapet experience baru. Buat sekarang mau pertahanin kebiasaan ini dulu sih, kalau di lingkungan baru nanti tinggal nyesuain aja.",Ekstrovert,Ekstrovert,Benar
"Aku udah biasa belajar mandiri pas malem hari biar fokusnya dapet tanpa gangguan. Buatku, belajar sendiri tuh ngasih kebebasan buat ngatur waktu sama fokus. Soal nangkep materi, aku paling suka combo belajar mandiri plus diskusi. Fokusku bakal optimal banget kalau suasananya tenang. Kalau ngadepin tantangan belajar, aku usahain mecahin sendiri dulu buat ngelatih skill analisis. Kalau beneran blank, aku cari tau masalahnya terus obok-obok artikel, buku, atau video edukasi sebelum akhirnya nanya ke instruktur atau temen diskusi. Sekarang aku lagi ngelatih diri biar nggak terlalu bergantung sama AI, dan pengen mertahanin gaya belajarku yang terstruktur, objektif, dan based on facts.",Introvert,Introvert,Benar
"Seringnya sih di rumah, standby di meja belajar kamar sekitar jam 7 malem. Suasananya sunyi, kadang bikin bosen kalau nggak ada temen, jadi biasanya aku akalin sambil dengerin musik. Tapi kalau belum malem banget dan ada waktu, aku sering ngajak temen nongkrong sambil belajar bareng. Soalnya belajar bareng tuh kerasa nyaman, ada temen curhat, jadi nggak ngebosenin. Caraku tuh bikin catetan baru dari materi, terus dibaca sampai bener-bener mudeng. Tapi diskusi tetep nomor satu, karena mikir bareng-bareng itu bikin lebih cepet ngerti. Spot favorit tuh mojok di kamar dengan lampu yang terang, itu naikin semangat belajarku yang bakal makin on kalau suasananya tenang. Trouble terbesarku tuh kalau dapet tugas yang jawabannya nggak ada di buku atau belom diajarin. Solusinya, aku nanya temen dulu, usahain kerjain sendiri, kalau nyerah baru cari tutorial di Google. Kekuranganku tuh gampang bosen dan kurang fokus kalau suasananya gitu-gitu aja, nah ini yang pengen aku perbaikin. Aku mau mertahanin rajin nyatetku, ningkatin time management belajarnya. Kalau di tempat baru, aku gampang nyaman kok asalkan spot-nya sepi dan ngedukung buat fokus.",Ekstrovert,Ekstrovert,Benar
"Aku biasanya asik belajar di sekolah bareng temen-temen, rasanya lebih gampang mudeng kalau mikirnya bareng. Tapi kalau lagi musim ujian, aku putar haluan milih belajar sendiri di tempat yang tenang dan cuma ada aku doang. Soalnya di tempat tenang fokusku bisa dapet banget, materinya juga lebih gampang dimengerti dan diinget. Kalau buat mahamin materi biasa, aku suka banget diskusi atau nanya temen. Kadang kan ada guru yang jelasin tapi akunya nggak mudeng, nah di situ aku ngobrol sama temen. Kalau temenku juga nge-blank, baru deh kita hunting materi di medsos atau YouTube. Paling enak sih kalau materinya dijelasin dulu, baru nyatet, soalnya kadang guru cuma nerangin tanpa ngasih catetan atau PPT. Kalau belajar, vibes tenang dan sepi tuh support system terbaikku, bikin materinya langsung masuk otak. Tapi aslinya aku fleksibel kok, pas bareng temen di suasana rame aku bisa vibing semangat, pas di suasana tenang juga bisa cepet nyatu. Kekuranganku itu kadang susah mahamin beberapa materi dari guru, jadi tantangannya aku harus usaha belajar sendiri biar bener-bener ngerti. Biasanya ya lari ke internet atau nanya temen. Ke depannya aku pengen terus semangat cari tau materi walau kadang mood-nya lagi males, tapi aku bakal usaha buat selalu konsisten.",Ekstrovert,Ekstrovert,Benar
